gmDate,teamAbbr,ptsFor,ptsAgnst
2016-12-11,CLE,2452,2279
2016-12-11,DAL,2133,2320
2016-12-11,DEN,2548,2609
2016-12-11,DET,2497,2401
2016-12-11,GS,2834,2542
2016-12-11,HOU,2679,2537
2016-12-11,IND,2519,2583
2016-12-11,LAC,2623,2401
2016-12-11,LAL,2623,2767
2016-12-11,MEM,2451,2439
2016-12-11,MIA,2324,2413
2016-12-11,MIL,2292,2260
2016-12-11,MIN,2386,2458
2016-12-11,NO,2443,2551
2016-12-11,NY,2397,2458
2016-12-11,OKC,2462,2408
2016-12-11,ORL,2370,2502
2016-12-11,PHI,2245,2445
2016-12-11,PHO,2445,2600
2016-12-11,POR,2730,2793
2016-12-11,SA,2482,2347
2016-12-11,SAC,2351,2393
2016-12-11,TOR,2553,2362
2016-12-11,UTA,2512,2387
2016-12-11,WAS,2288,2331
2016-12-12,ATL,2420,2455
2016-12-12,BKN,2331,2528
2016-12-12,BOS,2507,2471
2016-12-12,CHA,2513,2445
2016-12-12,CHI,2369,2297
2016-12-12,CLE,2452,2279
2016-12-12,DAL,2133,2320
2016-12-12,DEN,2548,2609
2016-12-12,DET,2576,2498
2016-12-12,GS,2950,2650
2016-12-12,HOU,2679,2537
2016-12-12,IND,2519,2583
2016-12-12,LAC,2623,2401
2016-12-12,LAL,2735,2885
2016-12-12,MEM,2451,2439
2016-12-12,MIA,2324,2413
2016-12-12,MIL,2292,2260
2016-12-12,MIN,2494,2574
2016-12-12,NO,2563,2670
2016-12-12,NY,2515,2570
2016-12-12,OKC,2561,2504
2016-12-12,ORL,2370,2502
2016-12-12,PHI,2342,2524
2016-12-12,PHO,2564,2720
2016-12-12,POR,2730,2793
2016-12-12,SA,2482,2347
2016-12-12,SAC,2351,2393
2016-12-12,TOR,2553,2362
2016-12-12,UTA,2512,2387
2016-12-12,WAS,2288,2331
2016-12-13,ATL,2420,2455
2016-12-13,BKN,2449,2650
2016-12-13,BOS,2507,2471
2016-12-13,CHA,2607,2555
2016-12-13,CHI,2369,2297
2016-12-13,CLE,2452,2279
2016-12-13,DAL,2245,2412
2016-12-13,DEN,2640,2721
2016-12-13,DET,2576,2498
2016-12-13,GS,2950,2650
2016-12-13,HOU,2801,2655
2016-12-13,IND,2629,2677
2016-12-13,LAC,2744,2521
2016-12-13,LAL,2827,3001
2016-12-13,MEM,2451,2439
2016-12-13,MIA,2436,2514
2016-12-13,MIL,2392,2382
2016-12-13,MIN,2494,2574
2016-12-13,NO,2563,2670
2016-12-13,NY,2515,2570
2016-12-13,OKC,2561,2504
2016-12-13,ORL,2370,2502
2016-12-13,PHI,2342,2524
2016-12-13,PHO,2564,2720
2016-12-13,POR,2850,2914
2016-12-13,SA,2482,2347
2016-12-13,SAC,2467,2485
2016-12-13,TOR,2675,2462
2016-12-13,UTA,2512,2387
2016-12-13,WAS,2389,2443
2016-12-14,ATL,2540,2586
2016-12-14,BKN,2449,2650
2016-12-14,BOS,2507,2471
2016-12-14,CHA,2607,2555
2016-12-14,CHI,2463,2396
2016-12-14,CLE,2555,2365
2016-12-14,DAL,2245,2412
2016-12-14,DEN,2640,2721
2016-12-14,DET,2576,2498
2016-12-14,GS,3063,2759
2016-12-14,HOU,2801,2655
2016-12-14,IND,2629,2677
2016-12-14,LAC,2744,2521
2016-12-14,LAL,2827,3001
2016-12-14,MEM,2537,2542
2016-12-14,MIA,2436,2514
2016-12-14,MIL,2392,2382
2016-12-14,MIN,2593,2668
2016-12-14,NO,2672,2783
2016-12-14,NY,2626,2683
2016-12-14,OKC,2656,2618
2016-12-14,ORL,2501,2622
2016-12-14,PHI,2342,2524
2016-12-14,PHO,2677,2831
2016-12-14,POR,2964,3009
2016-12-14,SA,2482,2347
2016-12-14,SAC,2467,2485
2016-12-14,TOR,2675,2462
2016-12-14,UTA,2512,2387
2016-12-14,WAS,2389,2443
2016-12-15,ATL,2540,2586
2016-12-15,BKN,2556,2747
2016-12-15,BOS,2608,2579
2016-12-15,CHA,2713,2664
2016-12-15,CHI,2463,2396
2016-12-15,CLE,2640,2458
2016-12-15,DAL,2330,2507
2016-12-15,DEN,2640,2721
2016-12-15,DET,2671,2583
2016-12-15,GS,3063,2759
2016-12-15,HOU,2933,2753
2016-12-15,IND,2718,2772
2016-12-15,LAC,2857,2629
2016-12-15,LAL,2924,3108
2016-12-15,MEM,2630,2627
2016-12-15,MIA,2531,2603
2016-12-15,MIL,2392,2382
2016-12-15,MIN,2593,2668
2016-12-15,NO,2672,2783
2016-12-15,NY,2626,2683
2016-12-15,OKC,2745,2727
2016-12-15,ORL,2609,2735
2016-12-15,PHI,2456,2647
2016-12-15,PHO,2677,2831
2016-12-15,POR,2964,3009
2016-12-15,SA,2590,2448
2016-12-15,SAC,2565,2617
2016-12-15,TOR,2798,2576
2016-12-15,UTA,2621,2476
2016-12-15,WAS,2498,2549
2016-12-16,ATL,2540,2586
2016-12-16,BKN,2556,2747
2016-12-16,BOS,2608,2579
2016-12-16,CHA,2713,2664
2016-12-16,CHI,2560,2504
2016-12-16,CLE,2640,2458
2016-12-16,DAL,2330,2507
2016-12-16,DEN,2772,2841
2016-12-16,DET,2671,2583
2016-12-16,GS,3166,2849
2016-12-16,HOU,2933,2753
2016-12-16,IND,2813,2874
2016-12-16,LAC,2857,2629
2016-12-16,LAL,2924,3108
2016-12-16,MEM,2630,2627
2016-12-16,MIA,2531,2603
2016-12-16,MIL,2500,2479
2016-12-16,MIN,2593,2668
2016-12-16,NO,2774,2878
2016-12-16,NY,2716,2786
2016-12-16,OKC,2745,2727
2016-12-16,ORL,2609,2735
2016-12-16,PHI,2456,2647
2016-12-16,PHO,2769,2938
2016-12-16,POR,3084,3141
2016-12-16,SA,2697,2540
2016-12-16,SAC,2565,2617
2016-12-16,TOR,2798,2576
2016-12-16,UTA,2621,2476
2016-12-16,WAS,2498,2549
2016-12-17,ATL,2665,2707
2016-12-17,BKN,2667,2865
2016-12-17,BOS,2704,2667
2016-12-17,CHA,2801,2760
2016-12-17,CHI,2629,2599
2016-12-17,CLE,2640,2458
2016-12-17,DAL,2430,2610
2016-12-17,DEN,2772,2841
2016-12-17,DET,2779,2705
2016-12-17,GS,3166,2849
2016-12-17,HOU,3055,2853
2016-12-17,IND,2813,2874
2016-12-17,LAC,2959,2727
2016-12-17,LAL,3024,3197
2016-12-17,MEM,2722,2723
2016-12-17,MIA,2629,2705
2016-12-17,MIL,2595,2548
2016-12-17,MIN,2593,2668
2016-12-17,NO,2874,3000
2016-12-17,NY,2716,2786
2016-12-17,OKC,2745,2727
2016-12-17,ORL,2727,2846
2016-12-17,PHI,2545,2747
2016-12-17,PHO,2769,2938
2016-12-17,POR,3084,3141
2016-12-17,SA,2697,2540
2016-12-17,SAC,2661,2709
2016-12-17,TOR,2919,2701
2016-12-17,UTA,2724,2576
2016-12-17,WAS,2620,2657
2016-12-18,ATL,2764,2814
2016-12-18,BKN,2667,2865
2016-12-18,BOS,2704,2667
2016-12-18,CHA,2908,2859
2016-12-18,CHI,2629,2599
2016-12-18,CLE,2759,2566
2016-12-18,DAL,2430,2610
2016-12-18,DEN,2899,2955
2016-12-18,DET,2869,2810
2016-12-18,GS,3301,2939
2016-12-18,HOU,3166,2962
2016-12-18,IND,2918,2964
2016-12-18,LAC,2959,2727
2016-12-18,LAL,3132,3316
2016-12-18,MEM,2722,2723
2016-12-18,MIA,2629,2705
2016-12-18,MIL,2595,2548
2016-12-18,MIN,2702,2779
2016-12-18,NO,2874,3000
2016-12-18,NY,2830,2913
2016-12-18,OKC,2859,2828
2016-12-18,ORL,2727,2846
2016-12-18,PHI,2545,2747
2016-12-18,PHO,2870,3052
2016-12-18,POR,3174,3276
2016-12-18,SA,2697,2540
2016-12-18,SAC,2661,2709
2016-12-18,TOR,2919,2701
2016-12-18,UTA,2724,2576
2016-12-18,WAS,2620,2657
2016-12-19,ATL,2764,2814
2016-12-19,BKN,2774,2973
2016-12-19,BOS,2809,2762
2016-12-19,CHA,2908,2859
2016-12-19,CHI,2629,2599
2016-12-19,CLE,2759,2566
2016-12-19,DAL,2529,2689
2016-12-19,DEN,2899,2955
2016-12-19,DET,2869,2810
2016-12-19,GS,3301,2939
2016-12-19,HOU,3166,2962
2016-12-19,IND,2918,2964
2016-12-19,LAC,3069,2844
2016-12-19,LAL,3132,3316
2016-12-19,MEM,2795,2805
2016-12-19,MIA,2724,2810
2016-12-19,MIL,2595,2548
2016-12-19,MIN,2702,2779
2016-12-19,NO,2974,3113
2016-12-19,NY,2830,2913
2016-12-19,OKC,2859,2828
2016-12-19,ORL,2806,2955
2016-12-19,PHI,2653,2854
2016-12-19,PHO,2870,3052
2016-12-19,POR,3174,3276
2016-12-19,SA,2810,2640
2016-12-19,SAC,2740,2808
2016-12-19,TOR,3028,2780
2016-12-19,UTA,2806,2649
2016-12-19,WAS,2737,2767
2016-12-20,ATL,2874,2922
2016-12-20,BKN,2774,2973
2016-12-20,BOS,2809,2762
2016-12-20,CHA,2908,2859
2016-12-20,CHI,2742,2681
2016-12-20,CLE,2759,2566
2016-12-20,DAL,2636,2806
2016-12-20,DEN,3016,3062
2016-12-20,DET,2951,2923
2016-12-20,GS,3301,2939
2016-12-20,HOU,3166,2962
2016-12-20,IND,3025,3069
2016-12-20,LAC,3069,2844
2016-12-20,LAL,3132,3316
2016-12-20,MEM,2795,2805
2016-12-20,MIA,2724,2810
2016-12-20,MIL,2595,2548
2016-12-20,MIN,2817,2887
2016-12-20,NO,2974,3113
2016-12-20,NY,2830,2913
2016-12-20,OKC,2967,2938
2016-12-20,ORL,2806,2955
2016-12-20,PHI,2653,2854
2016-12-20,PHO,2978,3167
2016-12-20,POR,3174,3276
2016-12-20,SA,2810,2640
2016-12-20,SAC,2740,2808
2016-12-20,TOR,3028,2780
2016-12-20,UTA,2806,2649
2016-12-20,WAS,2842,2874
2016-12-21,ATL,2874,2922
2016-12-21,BKN,2878,3089
2016-12-21,BOS,2921,2871
2016-12-21,CHA,3025,2972
2016-12-21,CHI,2742,2681
2016-12-21,CLE,2873,2674
2016-12-21,DAL,2636,2806
2016-12-21,DEN,3118,3181
2016-12-21,DET,2951,2923
2016-12-21,GS,3405,3013
2016-12-21,HOU,3266,3064
2016-12-21,IND,3136,3187
2016-12-21,LAC,3188,2946
2016-12-21,LAL,3245,3433
2016-12-21,MEM,2904,2917
2016-12-21,MIA,2854,2946
2016-12-21,MIL,2703,2662
2016-12-21,MIN,2817,2887
2016-12-21,NO,3082,3206
2016-12-21,NY,2948,3024
2016-12-21,OKC,2967,2938
2016-12-21,ORL,2942,3085
2016-12-21,PHI,2746,2962
2016-12-21,PHO,2978,3167
2016-12-21,POR,3295,3402
2016-12-21,SA,2912,2740
2016-12-21,SAC,2866,2929
2016-12-21,TOR,3144,2884
2016-12-21,UTA,2880,2753
2016-12-21,WAS,2842,2874
2016-12-22,ATL,2958,3014
2016-12-22,BKN,2878,3089
2016-12-22,BOS,2921,2871
2016-12-22,CHA,3025,2972
2016-12-22,CHI,2839,2788
2016-12-22,CLE,2986,2776
2016-12-22,DAL,2732,2901
2016-12-22,DEN,3118,3181
2016-12-22,DET,3037,3021
2016-12-22,GS,3405,3013
2016-12-22,HOU,3391,3175
2016-12-22,IND,3136,3187
2016-12-22,LAC,3188,2946
2016-12-22,LAL,3245,3433
2016-12-22,MEM,3002,3003
2016-12-22,MIA,2854,2946
2016-12-22,MIL,2805,2775
2016-12-22,MIN,2909,2971
2016-12-22,NO,3192,3327
2016-12-22,NY,2948,3024
2016-12-22,OKC,3088,3048
2016-12-22,ORL,2942,3085
2016-12-22,PHI,2746,2962
2016-12-22,PHO,3089,3292
2016-12-22,POR,3390,3498
2016-12-22,SA,2912,2740
2016-12-22,SAC,2960,3022
2016-12-22,TOR,3144,2884
2016-12-22,UTA,2973,2847
2016-12-22,WAS,2949,2971
2016-12-23,ATL,2958,3014
2016-12-23,BKN,2979,3206
2016-12-23,BOS,3030,2973
2016-12-23,CHA,3025,2972
2016-12-23,CHI,2839,2788
2016-12-23,CLE,2986,2776
2016-12-23,DAL,2732,2901
2016-12-23,DEN,3118,3181
2016-12-23,DET,3037,3021
2016-12-23,GS,3522,3114
2016-12-23,HOU,3391,3175
2016-12-23,IND,3238,3296
2016-12-23,LAC,3294,3047
2016-12-23,LAL,3352,3548
2016-12-23,MEM,3002,3003
2016-12-23,MIA,2969,3053
2016-12-23,MIL,2805,2775
2016-12-23,MIN,2909,2971
2016-12-23,NO,3192,3327
2016-12-23,NY,3054,3119
2016-12-23,OKC,3088,3048
2016-12-23,ORL,3037,3191
2016-12-23,PHI,2746,2962
2016-12-23,PHO,3089,3292
2016-12-23,POR,3390,3498
2016-12-23,SA,3013,2846
2016-12-23,SAC,2960,3022
2016-12-23,TOR,3144,2884
2016-12-23,UTA,2973,2847
2016-12-23,WAS,2949,2971
2016-12-24,ATL,3067,3122
2016-12-24,BKN,3078,3325
2016-12-24,BOS,3142,3090
2016-12-24,CHA,3128,3063
2016-12-24,CHI,2930,2891
2016-12-24,CLE,3105,2875
2016-12-24,DAL,2822,2989
2016-12-24,DEN,3226,3290
2016-12-24,DET,3150,3140
2016-12-24,GS,3641,3227
2016-12-24,HOU,3500,3290
2016-12-24,IND,3238,3296
2016-12-24,LAC,3382,3137
2016-12-24,LAL,3442,3657
2016-12-24,MEM,3117,3112
2016-12-24,MIA,3056,3144
2016-12-24,MIL,2928,2871
2016-12-24,MIN,3014,3080
2016-12-24,NO,3283,3414
2016-12-24,NY,3054,3119
2016-12-24,OKC,3205,3160
2016-12-24,ORL,3146,3281
2016-12-24,PHI,2862,3085
2016-12-24,PHO,3212,3408
2016-12-24,POR,3480,3608
2016-12-24,SA,3123,2936
2016-12-24,SAC,3069,3127
2016-12-24,TOR,3248,2982
2016-12-24,UTA,3071,2951
2016-12-24,WAS,3045,3094
2016-12-26,ATL,3067,3122
2016-12-26,BKN,3078,3325
2016-12-26,BOS,3261,3204
2016-12-26,CHA,3128,3063
2016-12-26,CHI,3030,3010
2016-12-26,CLE,3214,2983
2016-12-26,DAL,2822,2989
2016-12-26,DEN,3226,3290
2016-12-26,DET,3150,3140
2016-12-26,GS,3749,3336
2016-12-26,HOU,3500,3290
2016-12-26,IND,3238,3296
2016-12-26,LAC,3484,3248
2016-12-26,LAL,3553,3759
2016-12-26,MEM,3117,3112
2016-12-26,MIA,3056,3144
2016-12-26,MIL,2928,2871
2016-12-26,MIN,3114,3192
2016-12-26,NO,3283,3414
2016-12-26,NY,3168,3238
2016-12-26,OKC,3317,3260
2016-12-26,ORL,3146,3281
2016-12-26,PHI,2862,3085
2016-12-26,PHO,3212,3408
2016-12-26,POR,3480,3608
2016-12-26,SA,3242,3036
2016-12-26,SAC,3069,3127
2016-12-26,TOR,3248,2982
2016-12-26,UTA,3071,2951
2016-12-26,WAS,3045,3094
2016-12-27,ATL,3157,3226
2016-12-27,BKN,3198,3443
2016-12-27,BOS,3261,3204
2016-12-27,CHA,3246,3183
2016-12-27,CHI,3120,3095
2016-12-27,CLE,3304,3089
2016-12-27,DAL,2926,3100
2016-12-27,DEN,3332,3392
2016-12-27,DET,3256,3230
2016-12-27,GS,3749,3336
2016-12-27,HOU,3631,3405
2016-12-27,IND,3323,3386
2016-12-27,LAC,3586,3354
2016-12-27,LAL,3553,3759
2016-12-27,MEM,3219,3224
2016-12-27,MIA,3056,3144
2016-12-27,MIL,3030,2978
2016-12-27,MIN,3218,3282
2016-12-27,NO,3394,3518
2016-12-27,NY,3168,3238
2016-12-27,OKC,3317,3260
2016-12-27,ORL,3258,3383
2016-12-27,PHI,2962,3187
2016-12-27,PHO,3327,3539
2016-12-27,POR,3571,3703
2016-12-27,SA,3242,3036
2016-12-27,SAC,3171,3227
2016-12-27,TOR,3343,3073
2016-12-27,UTA,3071,2951
2016-12-27,WAS,3152,3196
2016-12-28,ATL,3157,3226
2016-12-28,BKN,3198,3443
2016-12-28,BOS,3374,3307
2016-12-28,CHA,3246,3183
2016-12-28,CHI,3120,3095
2016-12-28,CLE,3304,3089
2016-12-28,DAL,3033,3223
2016-12-28,DEN,3332,3392
2016-12-28,DET,3256,3230
2016-12-28,GS,3749,3336
2016-12-28,HOU,3754,3512
2016-12-28,IND,3323,3386
2016-12-28,LAC,3586,3354
2016-12-28,LAL,3653,3861
2016-12-28,MEM,3322,3337
2016-12-28,MIA,3150,3250
2016-12-28,MIL,3030,2978
2016-12-28,MIN,3218,3282
2016-12-28,NO,3394,3518
2016-12-28,NY,3168,3238
2016-12-28,OKC,3423,3354
2016-12-28,ORL,3258,3383
2016-12-28,PHI,2962,3187
2016-12-28,PHO,3327,3539
2016-12-28,POR,3571,3703
2016-12-28,SA,3242,3036
2016-12-28,SAC,3171,3227
2016-12-28,TOR,3343,3073
2016-12-28,UTA,3173,3051
2016-12-28,WAS,3152,3196
2016-12-29,ATL,3259,3324
2016-12-29,BKN,3297,3544
2016-12-29,BOS,3374,3307
2016-12-29,CHA,3366,3284
2016-12-29,CHI,3221,3194
2016-12-29,CLE,3304,3089
2016-12-29,DAL,3033,3223
2016-12-29,DEN,3437,3495
2016-12-29,DET,3350,3349
2016-12-29,GS,3870,3447
2016-12-29,HOU,3754,3512
2016-12-29,IND,3428,3497
2016-12-29,LAC,3684,3456
2016-12-29,LAL,3653,3861
2016-12-29,MEM,3322,3337
2016-12-29,MIA,3150,3250
2016-12-29,MIL,3149,3072
2016-12-29,MIN,3321,3387
2016-12-29,NO,3496,3616
2016-12-29,NY,3266,3340
2016-12-29,OKC,3423,3354
2016-12-29,ORL,3359,3503
2016-12-29,PHI,2962,3187
2016-12-29,PHO,3425,3658
2016-12-29,POR,3673,3792
2016-12-29,SA,3361,3134
2016-12-29,SAC,3260,3329
2016-12-29,TOR,3454,3194
2016-12-29,UTA,3173,3051
2016-12-29,WAS,3263,3301
2016-12-30,ATL,3259,3324
2016-12-30,BKN,3297,3544
2016-12-30,BOS,3492,3431
2016-12-30,CHA,3457,3366
2016-12-30,CHI,3221,3194
2016-12-30,CLE,3428,3207
2016-12-30,DAL,3134,3312
2016-12-30,DEN,3437,3495
2016-12-30,DET,3350,3349
2016-12-30,GS,3870,3447
2016-12-30,HOU,3754,3512
2016-12-30,IND,3428,3497
2016-12-30,LAC,3684,3456
2016-12-30,LAL,3742,3962
2016-12-30,MEM,3436,3417
2016-12-30,MIA,3232,3341
2016-12-30,MIL,3149,3072
2016-12-30,MIN,3321,3387
2016-12-30,NO,3496,3616
2016-12-30,NY,3266,3340
2016-12-30,OKC,3503,3468
2016-12-30,ORL,3359,3503
2016-12-30,PHI,3045,3287
2016-12-30,PHO,3524,3749
2016-12-30,POR,3673,3792
2016-12-30,SA,3361,3134
2016-12-30,SAC,3260,3329
2016-12-30,TOR,3545,3293
2016-12-30,UTA,3273,3134
2016-12-30,WAS,3263,3301
2016-12-31,ATL,3364,3422
2016-12-31,BKN,3392,3662
2016-12-31,BOS,3609,3545
2016-12-31,CHA,3457,3366
2016-12-31,CHI,3322,3305
2016-12-31,CLE,3428,3207
2016-12-31,DAL,3233,3420
2016-12-31,DEN,3559,3619
2016-12-31,DET,3448,3454
2016-12-31,GS,3978,3546
2016-12-31,HOU,3894,3628
2016-12-31,IND,3539,3598
2016-12-31,LAC,3800,3596
2016-12-31,LAL,3742,3962
2016-12-31,MEM,3436,3417
2016-12-31,MIA,3346,3458
2016-12-31,MIL,3248,3188
2016-12-31,MIN,3437,3486
2016-12-31,NO,3600,3708
2016-12-31,NY,3358,3444
2016-12-31,OKC,3503,3468
2016-12-31,ORL,3359,3503
2016-12-31,PHI,3169,3409
2016-12-31,PHO,3524,3749
2016-12-31,POR,3767,3902
2016-12-31,SA,3471,3228
2016-12-31,SAC,3260,3329
2016-12-31,TOR,3545,3293
2016-12-31,UTA,3273,3134
2016-12-31,WAS,3381,3396
2017-01-01,ATL,3364,3422
2017-01-01,BKN,3392,3662
2017-01-01,BOS,3609,3545
2017-01-01,CHA,3566,3487
2017-01-01,CHI,3418,3421
2017-01-01,CLE,3549,3316
2017-01-01,DAL,3233,3420
2017-01-01,DEN,3559,3619
2017-01-01,DET,3448,3454
2017-01-01,GS,3978,3546
2017-01-01,HOU,4023,3750
2017-01-01,IND,3539,3598
2017-01-01,LAC,3888,3710
2017-01-01,LAL,3742,3962
2017-01-01,MEM,3548,3515
2017-01-01,MIA,3346,3458
2017-01-01,MIL,3364,3284
2017-01-01,MIN,3437,3486
2017-01-01,NO,3600,3708
2017-01-01,NY,3480,3573
2017-01-01,OKC,3617,3556
2017-01-01,ORL,3359,3503
2017-01-01,PHI,3169,3409
2017-01-01,PHO,3610,3840
2017-01-01,POR,3767,3902
2017-01-01,SA,3471,3228
2017-01-01,SAC,3358,3441
2017-01-01,TOR,3545,3293
2017-01-01,UTA,3364,3220
2017-01-01,WAS,3381,3396
2017-01-02,ATL,3478,3534
2017-01-02,BKN,3392,3662
2017-01-02,BOS,3609,3545
2017-01-02,CHA,3566,3487
2017-01-02,CHI,3418,3421
2017-01-02,CLE,3549,3316
2017-01-02,DAL,3233,3420
2017-01-02,DEN,3559,3619
2017-01-02,DET,3555,3552
2017-01-02,GS,3978,3546
2017-01-02,HOU,4023,3750
2017-01-02,IND,3656,3702
2017-01-02,LAC,3888,3710
2017-01-02,LAL,3856,4085
2017-01-02,MEM,3548,3515
2017-01-02,MIA,3444,3565
2017-01-02,MIL,3364,3284
2017-01-02,MIN,3526,3581
2017-01-02,NO,3600,3708
2017-01-02,NY,3480,3573
2017-01-02,OKC,3617,3556
2017-01-02,ORL,3463,3620
2017-01-02,PHI,3169,3409
2017-01-02,PHO,3610,3840
2017-01-02,POR,3862,3991
2017-01-02,SA,3583,3342
2017-01-02,SAC,3358,3441
2017-01-02,TOR,3668,3407
2017-01-02,UTA,3364,3220
2017-01-02,WAS,3381,3396
2017-01-03,ATL,3478,3534
2017-01-03,BKN,3481,3763
2017-01-03,BOS,3609,3545
2017-01-03,CHA,3677,3605
2017-01-03,CHI,3536,3532
2017-01-03,CLE,3639,3398
2017-01-03,DAL,3233,3420
2017-01-03,DEN,3678,3746
2017-01-03,DET,3555,3552
2017-01-03,GS,4105,3665
2017-01-03,HOU,4124,3841
2017-01-03,IND,3656,3702
2017-01-03,LAC,3997,3808
2017-01-03,LAL,3856,4085
2017-01-03,MEM,3548,3515
2017-01-03,MIA,3444,3565
2017-01-03,MIL,3462,3378
2017-01-03,MIN,3526,3581
2017-01-03,NO,3682,3798
2017-01-03,NY,3583,3688
2017-01-03,OKC,3711,3654
2017-01-03,ORL,3578,3723
2017-01-03,PHI,3169,3409
2017-01-03,PHO,3708,3949
2017-01-03,POR,3862,3991
2017-01-03,SA,3583,3342
2017-01-03,SAC,3358,3441
2017-01-03,TOR,3668,3407
2017-01-03,UTA,3465,3309
2017-01-03,WAS,3472,3497
2017-01-04,ATL,3478,3534
2017-01-04,BKN,3481,3763
2017-01-04,BOS,3724,3649
2017-01-04,CHA,3677,3605
2017-01-04,CHI,3536,3532
2017-01-04,CLE,3639,3398
2017-01-04,DAL,3346,3525
2017-01-04,DEN,3791,3866
2017-01-04,DET,3671,3673
2017-01-04,GS,4105,3665
2017-01-04,HOU,4124,3841
2017-01-04,IND,3777,3818
2017-01-04,LAC,3997,3808
2017-01-04,LAL,3972,4187
2017-01-04,MEM,3650,3631
2017-01-04,MIA,3534,3664
2017-01-04,MIL,3462,3378
2017-01-04,MIN,3617,3674
2017-01-04,NO,3682,3798
2017-01-04,NY,3583,3688
2017-01-04,OKC,3711,3654
2017-01-04,ORL,3578,3723
2017-01-04,PHI,3262,3500
2017-01-04,PHO,3807,4039
2017-01-04,POR,3862,3991
2017-01-04,SA,3693,3424
2017-01-04,SAC,3478,3554
2017-01-04,TOR,3750,3517
2017-01-04,UTA,3569,3424
2017-01-04,WAS,3577,3610
2017-01-05,ATL,3589,3626
2017-01-05,BKN,3481,3763
2017-01-05,BOS,3724,3649
2017-01-05,CHA,3800,3717
2017-01-05,CHI,3642,3626
2017-01-05,CLE,3733,3504
2017-01-05,DAL,3346,3525
2017-01-05,DEN,3791,3866
2017-01-05,DET,3671,3673
2017-01-05,GS,4230,3782
2017-01-05,HOU,4124,3841
2017-01-05,IND,3777,3818
2017-01-05,LAC,4112,3914
2017-01-05,LAL,3972,4187
2017-01-05,MEM,3756,3746
2017-01-05,MIA,3641,3766
2017-01-05,MIL,3567,3482
2017-01-05,MIN,3617,3674
2017-01-05,NO,3682,3798
2017-01-05,NY,3687,3793
2017-01-05,OKC,3823,3777
2017-01-05,ORL,3670,3834
2017-01-05,PHI,3262,3500
2017-01-05,PHO,3807,4039
2017-01-05,POR,3979,4116
2017-01-05,SA,3693,3424
2017-01-05,SAC,3580,3661
2017-01-05,TOR,3750,3517
2017-01-05,UTA,3569,3424
2017-01-05,WAS,3577,3610
2017-01-06,ATL,3688,3720
2017-01-06,BKN,3590,3884
2017-01-06,BOS,3724,3649
2017-01-06,CHA,3914,3832
2017-01-06,CHI,3642,3626
2017-01-06,CLE,3733,3504
2017-01-06,DAL,3441,3627
2017-01-06,DEN,3890,3993
2017-01-06,DET,3786,3787
2017-01-06,GS,4230,3782
2017-01-06,HOU,4242,3957
2017-01-06,IND,3898,3927
2017-01-06,LAC,4112,3914
2017-01-06,LAL,4081,4305
2017-01-06,MEM,3756,3746
2017-01-06,MIA,3641,3766
2017-01-06,MIL,3567,3482
2017-01-06,MIN,3617,3674
2017-01-06,NO,3776,3897
2017-01-06,NY,3687,3793
2017-01-06,OKC,3939,3895
2017-01-06,ORL,3670,3834
2017-01-06,PHI,3262,3500
2017-01-06,PHO,3909,4134
2017-01-06,POR,4097,4225
2017-01-06,SA,3820,3523
2017-01-06,SAC,3580,3661
2017-01-06,TOR,3851,3610
2017-01-06,UTA,3662,3525
2017-01-06,WAS,3577,3610
2017-01-07,ATL,3688,3720
2017-01-07,BKN,3698,4000
2017-01-07,BOS,3834,3755
2017-01-07,CHA,3914,3832
2017-01-07,CHI,3642,3626
2017-01-07,CLE,3849,3612
2017-01-07,DAL,3441,3627
2017-01-07,DEN,3890,3993
2017-01-07,DET,3786,3787
2017-01-07,GS,4349,3910
2017-01-07,HOU,4342,4050
2017-01-07,IND,3898,3927
2017-01-07,LAC,4218,4012
2017-01-07,LAL,4208,4405
2017-01-07,MEM,3884,3865
2017-01-07,MIA,3741,3893
2017-01-07,MIL,3678,3598
2017-01-07,MIN,3722,3786
2017-01-07,NO,3776,3897
2017-01-07,NY,3803,3904
2017-01-07,OKC,3939,3895
2017-01-07,ORL,3763,3934
2017-01-07,PHI,3368,3610
2017-01-07,PHO,3909,4134
2017-01-07,POR,4097,4225
2017-01-07,SA,3820,3523
2017-01-07,SAC,3678,3767
2017-01-07,TOR,3851,3610
2017-01-07,UTA,3662,3525
2017-01-07,WAS,3689,3715
2017-01-08,ATL,3785,3802
2017-01-08,BKN,3698,4000
2017-01-08,BOS,3951,3863
2017-01-08,CHA,3999,3934
2017-01-08,CHI,3765,3744
2017-01-08,CLE,3849,3612
2017-01-08,DAL,3523,3724
2017-01-08,DEN,3996,4114
2017-01-08,DET,3786,3787
2017-01-08,GS,4349,3910
2017-01-08,HOU,4342,4050
2017-01-08,IND,4021,4036
2017-01-08,LAC,4218,4012
2017-01-08,LAL,4208,4405
2017-01-08,MEM,3884,3865
2017-01-08,MIA,3741,3893
2017-01-08,MIL,3678,3598
2017-01-08,MIN,3814,3880
2017-01-08,NO,3884,4014
2017-01-08,NY,3912,4027
2017-01-08,OKC,4060,4001
2017-01-08,ORL,3763,3934
2017-01-08,PHI,3368,3610
2017-01-08,PHO,3909,4134
2017-01-08,POR,4097,4225
2017-01-08,SA,3922,3608
2017-01-08,SAC,3678,3767
2017-01-08,TOR,3969,3733
